Departamento,Provincia,Municipio,Localidad
La Paz,Franz Tamayo,Apolo,Puchahui
La Paz,Franz Tamayo,Apolo,Santa Cruz del Valle Ameno
La Paz,Franz Tamayo,Apolo,Pata San Antonio
La Paz,Franz Tamayo,Apolo,Mojos
La Paz,Franz Tamayo,Apolo,Torewa
La Paz,Franz Tamayo,Apolo,Correo
La Paz,Franz Tamayo,Apolo,Munaypata
La Paz,Franz Tamayo,Apolo,Torewa I (Pueblo Antiguo)
La Paz,Franz Tamayo,Apolo,San Ferm�n
La Paz,Franz Tamayo,Pelechuco,Pelechuco
La Paz,Franz Tamayo,Pelechuco,Hilo Hilo
La Paz,Franz Tamayo,Pelechuco,Puina
La Paz,Franz Tamayo,Pelechuco,Suches
La Paz,Franz Tamayo,Pelechuco,Ulla Ulla
La Paz,Franz Tamayo,Pelechuco,Copacabana de Antaquillas
La Paz,Franz Tamayo,Pelechuco,Agua Blanca
La Paz,Franz Tamayo,Pelechuco,Puyo Puyo
La Paz,Franz Tamayo,Pelechuco,Hichocollo
La Paz,Franz Tamayo,Pelechuco,San Miguel de Thapi
La Paz,Franz Tamayo,Pelechuco,Sorapata
La Paz,Ingavi,Viacha,Viacha
La Paz,Ingavi,Viacha,Irpa Chico
La Paz,Ingavi,Viacha,Villa Remedios (Pocota)
La Paz,Ingavi,Viacha,Achica Arriba
La Paz,Ingavi,Viacha,Villa Santiago de Chacoma
La Paz,Ingavi,Viacha,Jequeri (Wi�ay Marca)
La Paz,Ingavi,Viacha,Irpuma Irpa Grande
La Paz,Ingavi,Viacha,Hichuraya Grande
La Paz,Ingavi,Viacha,Chacoma Irpa Grande
La Paz,Ingavi,Viacha,Gral.Jos� Ballivian
La Paz,Ingavi,Viacha,Tilata
La Paz,Ingavi,Viacha,Toncopujio
La Paz,Ingavi,Viacha,Tacagua
La Paz,Ingavi,Puerto Mayor de Guaqui,Guaqui
La Paz,Ingavi,Puerto Mayor de Guaqui,Florida Km. 7
La Paz,Ingavi,Puerto Mayor de Guaqui,Puerto Guaqui
La Paz,Ingavi,Puerto Mayor de Guaqui,Wilacollo
La Paz,Ingavi,Tiahuanacu,Tiahuanacu
La Paz,Ingavi,Tiahuanacu,Huacullani
La Paz,Ingavi,Tiahuanacu,Pillapi San Agustin
La Paz,Ingavi,Desaguadero,Desaguadero
La Paz,Ingavi,Desaguadero,Azafranal
La Paz,Ingavi,Desaguadero,San Juan de Huancollo
La Paz,Ingavi,Desaguadero,San Pedro de Okorani
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,San Andres de Machaca
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Mauri(Mawri)
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Laquinamaya(Lakinamaya)
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Villa Pusuma(Phusuma)Alto Machaca
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Chunkara Quta
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Nazacara(Nazaq'ara)
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Villa Artasihue(Artasiwi)
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Sombra Pata
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Conchacollo(Kuncha qullu)
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Rosa Pata - Erben Kalla
La Paz,Ingavi,La (Marka) San Andr�s de Machaca,Antaquirani
La Paz,Ingavi,Jes�s de Machaka,Jes�s de Machaka
La Paz,Ingavi,Jes�s de Machaka,Yauriri de Machaca
La Paz,Ingavi,Jes�s de Machaka,Eduardo Abaroa Machaca
La Paz,Ingavi,Jes�s de Machaka,Santo Domingo de Machaka
La Paz,Ingavi,Jes�s de Machaka,Chama(Ch'ama)
La Paz,Ingavi,Jes�s de Machaka,Santa Ana de Machaka
La Paz,Ingavi,Jes�s de Machaka,Asuncción de Machaka
La Paz,Ingavi,Jes�s de Machaka,Corpa
Cochabamba,German Jordan,Toco,Chullpa Loma
Cochabamba,German Jordan,Tolata,Tolata
Cochabamba,German Jordan,Tolata,Carcaje
Cochabamba,Quillacollo,Quillacollo,Quillacollo
Cochabamba,Ayopaya,Morochata,Pucarani Grande
Cochabamba,Ayopaya,Morochata,Iglesiani
Cochabamba,Ayopaya,Morochata,Humamarca
Cochabamba,Ayopaya,Morochata,Lachiraya
Cochabamba,Ayopaya,Morochata,Sauce Rancho
Cochabamba,Ayopaya,Morochata,Tuiruni Grande
Cochabamba,Ayopaya,Cocapata,Cocapata
Cochabamba,Ayopaya,Cocapata,Icari
Cochabamba,Ayopaya,Cocapata,Viscachas
Cochabamba,Ayopaya,Cocapata,Calientes
Cochabamba,Ayopaya,Cocapata,El Choro
Cochabamba,Ayopaya,Cocapata,Pucarita -Tunari
Cochabamba,Ayopaya,Cocapata,Villa Vinto
Cochabamba,Ayopaya,Cocapata,Chillavi
Cochabamba,Ayopaya,Cocapata,Falsuri
Cochabamba,Ayopaya,Cocapata,Rinconada
Cochabamba,Ayopaya,Cocapata,Chiaraje
Cochabamba,Ayopaya,Cocapata,Machacayma
Cochabamba,Ayopaya,Cocapata,Maravillas
Cochabamba,Ayopaya,Cocapata,El Chorito
Cochabamba,Ayopaya,Cocapata,Colorado
Cochabamba,Ayopaya,Cocapata,Totorani
Cochabamba,Ayopaya,Cocapata,Sequerancho
Cochabamba,Ayopaya,Cocapata,Tocorani
Cochabamba,Ayopaya,Cocapata,Mu�oz Cueva
Cochabamba,Esteban Arze,Tarata,Tarata
Cochabamba,Esteban Arze,Tarata,Huayculi
Cochabamba,Esteban Arze,Tarata,Huasa Rancho
Cochabamba,Esteban Arze,Tarata,Izata
Cochabamba,Esteban Arze,Tarata,Huerta Mayu
Cochabamba,Esteban Arze,Anzaldo,Anzaldo
Cochabamba,Esteban Arze,Anzaldo,Paccha Pata
Cochabamba,Esteban Arze,Anzaldo,La Vi�a
Cochabamba,Esteban Arze,Anzaldo,Quiriria
Cochabamba,Esteban Arze,Anzaldo,Alfamayu
Cochabamba,Esteban Arze,Anzaldo,Thago Kasa
Cochabamba,Esteban Arze,Arbieto,Arbieto
Cochabamba,Esteban Arze,Arbieto,Mamanaca
Cochabamba,Esteban Arze,Arbieto,Aranjuez
Cochabamba,Esteban Arze,Arbieto,Arpita
Cochabamba,Esteban Arze,Arbieto,Llave Mayu
Cochabamba,Esteban Arze,Arbieto,T'ajra
Cochabamba,Esteban Arze,Arbieto,Angostura
Cochabamba,Esteban Arze,Sacabamba,Sacabamba
Cochabamba,Esteban Arze,Sacabamba,Challaque
Cochabamba,Esteban Arze,Sacabamba,Matarani
Cochabamba,Esteban Arze,Sacabamba,Quekoma
Cochabamba,Esteban Arze,Sacabamba,Apillapa
Cochabamba,Arani,Arani,Arani
Cochabamba,Arani,Arani,Collpaciaco
Cochabamba,Arani,Arani,Pocoata
Cochabamba,Arani,Vacas,Vacas
Cochabamba,Arani,Vacas,"Rodeo ""A"""
Cochabamba,Arani,Vacas,Leguajes -Totorapampa
Cochabamba,Arani,Vacas,Ca�adas
Cochabamba,Arque,Arque,Arque
Cochabamba,Arque,Arque,Pongo Kasa
Cochabamba,Arque,Arque,Ovejeria Larama
Cochabamba,Arque,Arque,Colcha
Cochabamba,Arque,Arque,Tujsuma
Cochabamba,Arque,Arque,Tarujay�a
Cochabamba,Arque,Arque,Huaycha
Cochabamba,Arque,Arque,Changolla
Cochabamba,Arque,Arque,K'utimarca
Cochabamba,Arque,Tacopaya,Tacopaya
Cochabamba,Arque,Tacopaya,San Miguel de Aquerani
Cochabamba,Arque,Tacopaya,Ventilla
Cochabamba,Arque,Tacopaya,Michayani Grande
Cochabamba,Arque,Tacopaya,Totora Pampa
Cochabamba,Arque,Tacopaya,Tujuta
Cochabamba,Arque,Tacopaya,Aguas Calientes
Cochabamba,Arque,Tacopaya,Auqui Pampa
Cochabamba,Arque,Tacopaya,Chiquiruyo
Cochabamba,Arque,Tacopaya,Yarviri Grande
Cochabamba,Capinota,Capinota,Capinota
Cochabamba,Capinota,Capinota,Irpa Irpa
Cochabamba,Capinota,Capinota,Charamoco
Cochabamba,Capinota,Capinota,Apillapampa
Cochabamba,Capinota,Capinota,Hornoma
Cochabamba,Capinota,Capinota,Tocohalla
Cochabamba,Capinota,Capinota,Yatamoco
Cochabamba,Capinota,Capinota,Playa Ancha
Cochabamba,Capinota,Santiva�ez,Santiva�ez
Cochabamba,Capinota,Santiva�ez,Chojtama
Cochabamba,Capinota,Santiva�ez,Rocha Rancho
Cochabamba,Capinota,Santiva�ez,Calera
Cochabamba,Capinota,Santiva�ez,Pampa Churihua
Cochabamba,Capinota,Santiva�ez,Caporaya
Cochabamba,Capinota,Santiva�ez,Poquera
Cochabamba,Capinota,Sicaya,Sicaya
Cochabamba,Capinota,Sicaya,Orcoma
Cochabamba,German Jordan,Cliza,Cliza
Cochabamba,German Jordan,Cliza,Chullpas
Cochabamba,German Jordan,Cliza,Huasacalle
Cochabamba,German Jordan,Cliza,Ucure�a
Cochabamba,German Jordan,Cliza,San Isidro
Cochabamba,German Jordan,Cliza,Villa El Carmen
Cochabamba,German Jordan,Toco,Toco
Cochabamba,German Jordan,Toco,Siches
Cochabamba,German Jordan,Toco,Ana Rancho
La Paz,General Jos� Manuel Pando,Santiago de Machaca,Berenguela
La Paz,General Jos� Manuel Pando,Santiago de Machaca,Santiago de Huari Phujo
La Paz,General Jos� Manuel Pando,Santiago de Machaca,General Jos� Ballivción (Atacuni)
La Paz,General Jos� Manuel Pando,Santiago de Machaca,Bautista Saavedra
La Paz,General Jos� Manuel Pando,Santiago de Machaca,Villa Exaltacción
La Paz,General Jos� Manuel Pando,Catacora,Pojo (Parachi)
La Paz,General Jos� Manuel Pando,Catacora,Catacora
La Paz,General Jos� Manuel Pando,Catacora,Thola Collo
La Paz,General Jos� Manuel Pando,Catacora,Pairumani Grande
La Paz,Caranavi,Caranavi,Caranavi
La Paz,Caranavi,Caranavi,Taypiplaya
La Paz,Caranavi,Caranavi,Santa F�
La Paz,Caranavi,Caranavi,Alcoche
La Paz,Caranavi,Caranavi,Villa Elevacción
La Paz,Caranavi,Caranavi,Villa Flor de Mayo
La Paz,Caranavi,Caranavi,Incahuara de Kullu Cuchu
La Paz,Caranavi,Caranavi,Uyunense
La Paz,Caranavi,Caranavi,Santa Ana de Caranavi
La Paz,Caranavi,Caranavi,San Pablo
La Paz,Caranavi,Caranavi,Choj�a
La Paz,Caranavi,Caranavi,Rosario Entre R�os
La Paz,Caranavi,Caranavi,Chijchipani
La Paz,Caranavi,Caranavi,Calama
La Paz,Caranavi,Caranavi,Carrasco la Reserva
La Paz,Caranavi,Caranavi,Carrasco
La Paz,Caranavi,Caranavi,Alto Illimani
La Paz,Caranavi,Caranavi,Villamontes
La Paz,Caranavi,Caranavi,Exaltacción
La Paz,Caranavi,Caranavi,Nueva Llusta 2da.
La Paz,Caranavi,Alto Beni,Sararia
La Paz,Caranavi,Alto Beni,Suapi Alto Beni
La Paz,Caranavi,Alto Beni,Santa Ana de Alto Beni
La Paz,Caranavi,Alto Beni,Bel�n
La Paz,Caranavi,Alto Beni,Piquendo
La Paz,Caranavi,Alto Beni,Villa Unificada
La Paz,Caranavi,Alto Beni,Villa Litoral
La Paz,Caranavi,Alto Beni,Villa El Porvenir
La Paz,Caranavi,Alto Beni,Puente Alto Beni
La Paz,Caranavi,Alto Beni,Mercedes
Cochabamba,Quillacollo,Quillacollo,Illataco
Cochabamba,Quillacollo,Quillacollo,Pi�ami
Cochabamba,Quillacollo,Quillacollo,Paucarpata
Cochabamba,Quillacollo,Quillacollo,Cotapachi
Cochabamba,Cercado,Cochabamba,Tirani
Cochabamba,Campero,Aiquile,Aiquile
Cochabamba,Campero,Aiquile,El Cercado
Cochabamba,Campero,Aiquile,Tipajara
Cochabamba,Campero,Aiquile,Novillero
Cochabamba,Campero,Aiquile,Villa Granado
Cochabamba,Campero,Aiquile,Estanzuela
Cochabamba,Campero,Aiquile,Quiroga
Cochabamba,Campero,Aiquile,Lagarpampa
Cochabamba,Campero,Aiquile,Eje Pampa
Cochabamba,Campero,Aiquile,Ch'aquimayu
Cochabamba,Campero,Aiquile,Panam�
Cochabamba,Campero,Aiquile,Qhewi�al
Cochabamba,Campero,Aiquile,Laime
Cochabamba,Campero,Aiquile,"Molle Pampa ""A"""
Cochabamba,Campero,Aiquile,San Antonio
Cochabamba,Campero,Aiquile,Tipa Pampa
Cochabamba,Campero,Pasorapa,Pasorapa
Cochabamba,Campero,Pasorapa,Quinori
Cochabamba,Campero,Pasorapa,Seibas
Cochabamba,Campero,Pasorapa,Pampas
Cochabamba,Campero,Pasorapa,Ba�ado Redondo
Cochabamba,Campero,Pasorapa,Yajo Pampa
Cochabamba,Campero,Omereque,Omereque
Cochabamba,Campero,Omereque,Huanacuni Chico
Cochabamba,Campero,Omereque,Pe�a Colorada
Cochabamba,Campero,Omereque,Perereta
Cochabamba,Campero,Omereque,Chari Chari
Cochabamba,Campero,Omereque,Perez
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Independencia
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Tapaza
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Machaca
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Calchani
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Icoya Kami
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Pocanche
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Sisi Palermo
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Chamacoma
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Tiquirpaya
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Villa Pucara
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Charahuaytu
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),"Chaupisuyo ""A"""
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Cotani
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Ascasive Alto
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Llajma Alto Chamacoma
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Cuesta K'uchu
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Colaya
Cochabamba,Ayopaya,Ayopaya (Villa de Independencia),Lirimani
Cochabamba,Ayopaya,Morochata,Morochata
Cochabamba,Ayopaya,Morochata,Piusillas
Cochabamba,Ayopaya,Morochata,Chinchiri
Cochabamba,Ayopaya,Morochata,Punacachi
Cochabamba,Ayopaya,Morochata,Yayani
Cochabamba,Ayopaya,Morochata,"Chaupisuyo ""B"""
Cochabamba,Chapare,Sacaba,Chi�ata
Cochabamba,Chapare,Sacaba,Ucuchi
Cochabamba,Chapare,Sacaba,Melga
Cochabamba,Chapare,Sacaba,Aguirre
Cochabamba,Chapare,Sacaba,Chacacollo
Cochabamba,Chapare,Sacaba,Korihuma
Cochabamba,Chapare,Sacaba,Tutimayu
Cochabamba,Chapare,Sacaba,Tacolama Alta
Cochabamba,Chapare,Sacaba,Sapanani
Cochabamba,Chapare,Sacaba,Challviri
Cochabamba,Chapare,Colomi,Colomi
Cochabamba,Chapare,Colomi,Tablas Monte
Cochabamba,Chapare,Colomi,Corani Pampa
Cochabamba,Chapare,Colomi,Paracti (Colomi)
Cochabamba,Chapare,Colomi,Puca Mayu (Colomi)
Cochabamba,Chapare,Villa Tunari,Villa Tunari
Cochabamba,Chapare,Villa Tunari,Cristal Mayu
Cochabamba,Chapare,Villa Tunari,Jatun Pampa
Cochabamba,Chapare,Villa Tunari,Paractito
Cochabamba,Chapare,Villa Tunari,Eterazama
Cochabamba,Chapare,Villa Tunari,San Jose (Villa Tunari)
Cochabamba,Chapare,Villa Tunari,Samuzabeti
Cochabamba,Chapare,Villa Tunari,Chipiriri
Cochabamba,Chapare,Villa Tunari,Isinuta
Cochabamba,Chapare,Villa Tunari,Villa 14 de Septiembre
Cochabamba,Chapare,Villa Tunari,San Gabriel
Cochabamba,Chapare,Sacaba,Sacaba
Cochabamba,Chapare,Sacaba,El Castillo
Cochabamba,Chapare,Sacaba,Quintanilla
Cochabamba,Chapare,Sacaba,Pacata
Cochabamba,Chapare,Sacaba,Puntiti
Cochabamba,Chapare,Sacaba,Esmeralda
Cochabamba,Chapare,Sacaba,Larati
Cochabamba,Chapare,Sacaba,Lava Lava
Cochabamba,Chapare,Villa Tunari,La Estrella
Cochabamba,Chapare,Villa Tunari,Moleto-Icoya
Cochabamba,Chapare,Villa Tunari,Nueva Aroma
Cochabamba,Chapare,Villa Tunari,Villa Bolivar
Cochabamba,Chapare,Villa Tunari,Paraiso-Todo Santos
Cochabamba,Chapare,Villa Tunari,Puca Mayu (Villa Tunari)
Cochabamba,Chapare,Villa Tunari,Paracti (Villa Tunari)
Cochabamba,Chapare,Villa Tunari,Nueva Tacopaya
Cochabamba,Chapare,Villa Tunari,San Jos� de Angosta
Cochabamba,Chapare,Villa Tunari,Santa Rosa de la Boca
Cochabamba,Chapare,Villa Tunari,Independencia (Villa Tunari)
Cochabamba,Chapare,Villa Tunari,Norte Galilea
Cochabamba,Chapare,Villa Tunari,Tocopilla
Cochabamba,Chapare,Villa Tunari,Primero de Mayo
Cochabamba,Chapare,Villa Tunari,Uncia
Cochabamba,Chapare,Villa Tunari,San Benito
Cochabamba,Chapare,Villa Tunari,Yuracare Limo del Isiboro
Cochabamba,Chapare,Villa Tunari,Puerto Pati�o
Cochabamba,Chapare,Villa Tunari,16 de Julio Capihuara
Cochabamba,Tapacari,Tapacar�,Tapacari
Cochabamba,Tapacari,Tapacar�,Tunas Vinto
Cochabamba,Tapacari,Tapacar�,La Ramada
Cochabamba,Tapacari,Tapacar�,Chullpa Kasa
Cochabamba,Tapacari,Tapacar�,Llavini
Cochabamba,Tapacari,Tapacar�,Leque
Cochabamba,Tapacari,Tapacar�,Challa
Cochabamba,Tapacari,Tapacar�,Confital
Cochabamba,Tapacari,Tapacar�,Calliri
Cochabamba,Tapacari,Tapacar�,Charapaya
Cochabamba,Tapacari,Tapacar�,Waca Playa
Cochabamba,Tapacari,Tapacar�,Japo Kasa
Cochabamba,Tapacari,Tapacar�,Villa Pereira
Cochabamba,Tapacari,Tapacar�,Nueva Florida
Cochabamba,Tapacari,Tapacar�,Chu�u Chu�uni
Cochabamba,Tapacari,Tapacar�,Challa Grande
Cochabamba,Tapacari,Tapacar�,Tita Gallo
Cochabamba,Tapacari,Tapacar�,Katariri
Cochabamba,Tapacari,Tapacar�,Kjarkas
Cochabamba,Tapacari,Tapacar�,Lacolaconi
Cochabamba,Tapacari,Tapacar�,Chillca Grande
Cochabamba,Tapacari,Tapacar�,Arasaya
Cochabamba,Carrasco,Totora,Epizana
Cochabamba,Carrasco,Totora,"Tiraque ""C"""
Cochabamba,Carrasco,Totora,Laime Toro
Cochabamba,Carrasco,Totora,Rodeo Grande
Cochabamba,Quillacollo,Vinto,Vinto
Cochabamba,Quillacollo,Vinto,Machac Marca
Cochabamba,Quillacollo,Vinto,La Chulla
Cochabamba,Quillacollo,Vinto,Anocaraire
Cochabamba,Quillacollo,Vinto,Thiomoko
Cochabamba,Quillacollo,Vinto,Llave Grande
Cochabamba,Quillacollo,Colcapirhua,Colcapirhua
Cochabamba,Quillacollo,Colcapirhua,San Jose (Cuatro Esquinas)
Cochabamba,Quillacollo,Colcapirhua,Callaj Chullpa (Colcapirhua)
Cochabamba,Quillacollo,Colcapirhua,Sumunpaya
Cochabamba,Quillacollo,Colcapirhua,Rumi Mayu (Colcapirhua)
Cochabamba,Quillacollo,Colcapirhua,Santa Rosa (Colcapirhua)
Cochabamba,Quillacollo,Colcapirhua,La Florida
Oruro,Cercado,Oruro,Oruro
Cochabamba,Quillacollo,Quillacollo,El Paso
Cochabamba,Quillacollo,Quillacollo,Bella Vista
Cochabamba,Quillacollo,Quillacollo,Misicuni
Cochabamba,Quillacollo,Quillacollo,Liriuni
Cochabamba,Quillacollo,Quillacollo,Potrero
Cochabamba,Quillacollo,Sipesipe,Sipe Sipe
Cochabamba,Quillacollo,Sipesipe,Suticollo
Cochabamba,Quillacollo,Sipesipe,Viloma
Cochabamba,Quillacollo,Sipesipe,Itapaya
Cochabamba,Quillacollo,Sipesipe,Parotani
Cochabamba,Quillacollo,Sipesipe,Mallco Rancho
Cochabamba,Quillacollo,Sipesipe,Uchu Uchu
Cochabamba,Quillacollo,Sipesipe,Caramarca
Cochabamba,Quillacollo,Sipesipe,Mallco Chapi
Cochabamba,Quillacollo,Sipesipe,Siqui Siquia
Cochabamba,Quillacollo,Sipesipe,Caviloma
Cochabamba,Quillacollo,Sipesipe,Viloma Cala Cala
Cochabamba,Quillacollo,Tiquipaya,Tiquipaya
Cochabamba,Quillacollo,Tiquipaya,Trojes
Cochabamba,Quillacollo,Tiquipaya,Cuatro Esquinas (Tiquipaya)
Cochabamba,Quillacollo,Tiquipaya,Chapisirca
Cochabamba,Quillacollo,Tiquipaya,Ciudad del Ni�o
Cochabamba,Quillacollo,Tiquipaya,Rumi Mayu (Tiquipaya)
Cochabamba,Quillacollo,Tiquipaya,Linde - Chiquicollo
Cochabamba,Quillacollo,Tiquipaya,Callaj Chullpa (Tiquipaya)
Cochabamba,Quillacollo,Tiquipaya,Waripucara
Cochabamba,Quillacollo,Tiquipaya,Rumy Corral
Cochabamba,Quillacollo,Tiquipaya,4 Esquinas
Cochabamba,Mizque,Mizque,Mina Asientos
Cochabamba,Mizque,Mizque,Tujma Baja
Cochabamba,Mizque,Mizque,Tin Tin
Cochabamba,Mizque,Mizque,San Vicente
Cochabamba,Mizque,Mizque,Aguada
Cochabamba,Mizque,Mizque,Cauta
Cochabamba,Mizque,Mizque,Thago Thago
Cochabamba,Mizque,Mizque,Uchhama Alta
Cochabamba,Mizque,Mizque,Chahuarani Chico
Cochabamba,Mizque,Vila Vila,Vila Vila
Cochabamba,Mizque,Vila Vila,Siquimira
Cochabamba,Mizque,Vila Vila,Sivingani
Cochabamba,Mizque,Vila Vila,20 de Mayo
Cochabamba,Mizque,Alalay,Alalay
Cochabamba,Mizque,Alalay,Yana Khakha
Cochabamba,Mizque,Alalay,Ayapampa
Cochabamba,Mizque,Alalay,Quturi
Cochabamba,Mizque,Raqaypampa,Molinero
Cochabamba,Mizque,Raqaypampa,Laguna Grande
Cochabamba,Mizque,Raqaypampa,Raqay Pampa
Cochabamba,Mizque,Raqaypampa,Salvia
Cochabamba,Mizque,Raqaypampa,Santiago
Cochabamba,Punata,Punata,Punata
Cochabamba,Punata,Punata,La Villa
Cochabamba,Punata,Villa Rivero,Villa Rivero
Cochabamba,Punata,Villa Rivero,Aramasi
Cochabamba,Punata,San Benito (Villa Jos� Quint�n Mendoza),Villa Quint�n Mendoza (San Benito)
Cochabamba,Punata,San Benito (Villa Jos� Quint�n Mendoza),Huaricaya
Cochabamba,Punata,San Benito (Villa Jos� Quint�n Mendoza),Sunchu Pampa
Cochabamba,Punata,San Benito (Villa Jos� Quint�n Mendoza),Paracaya
Cochabamba,Punata,Tacachi,Tacachi
Cochabamba,Punata,Villa Gualberto Villarroel,Villa Gualberto Villarroel (Cuchumuela)
Cochabamba,Punata,Villa Gualberto Villarroel,Yana Rumi
Cochabamba,Bolivar,Bolivar,Bolivar
Cochabamba,Bolivar,Bolivar,Comuna
Cochabamba,Bolivar,Bolivar,Vilacayma
Cochabamba,Bolivar,Bolivar,Coyuma
Cochabamba,Bolivar,Bolivar,Carpani
Cochabamba,Bolivar,Bolivar,Yarvicoya
Cochabamba,Bolivar,Bolivar,Tangaleque
Cochabamba,Bolivar,Bolivar,Vilapampa
Cochabamba,Bolivar,Bolivar,Jorenko-Villa Verde
Cochabamba,Tiraque,Tiraque,Tiraque
Cochabamba,Tiraque,Tiraque,Koari
Cochabamba,Tiraque,Tiraque,Sacabambilla
Cochabamba,Tiraque,Tiraque,"Palca ""T"""
Cochabamba,Tiraque,Tiraque,Iluri Grande
Cochabamba,Tiraque,Tiraque,Pairumani
Cochabamba,Tiraque,Tiraque,Miska Mayu
Cochabamba,Tiraque,Tiraque,Rodeo Bajo
Cochabamba,Tiraque,Tiraque,Boqueron K`asa
Cochabamba,Tiraque,Tiraque,Toralapa Alta
Cochabamba,Tiraque,Shinahota,Shinahota
Cochabamba,Tiraque,Shinahota,Ibuelo
Cochabamba,Tiraque,Shinahota,"Santa Rosa ""�"""
Cochabamba,Tiraque,Shinahota,Ivirizu Vandiola
Cochabamba,Tiraque,Shinahota,San Isidro(Shinahota)
Cochabamba,Tiraque,Shinahota,4 de Abril
Cochabamba,Tiraque,Shinahota,12 de Agosto
Cochabamba,Tiraque,Shinahota,Majo Pampa
Cochabamba,Tiraque,Shinahota,Nueva Alianza
Cochabamba,Tiraque,Shinahota,San Luis
Cochabamba,Tiraque,Shinahota,Lauca E�e
Cochabamba,Tiraque,Shinahota,Agrigento B
Potos�,Tomas Frias,Potos�,Potos�
Potos�,Tomas Frias,Potos�,Tarapaya
Potos�,Tomas Frias,Potos�,Huari Huari
Potos�,Tomas Frias,Potos�,Manquiri
Potos�,Tomas Frias,Potos�,Chullchucani
Potos�,Tomas Frias,Potos�,Santiago de Ockoruro
Potos�,Tomas Frias,Potos�,Paranthuri
Potos�,Tomas Frias,Potos�,Modragon
Potos�,Tomas Frias,Potos�,Parantaca
Potos�,Tomas Frias,Tinguipaya,Tinguipaya
Potos�,Tomas Frias,Tinguipaya,Piquira
Potos�,Tomas Frias,Tinguipaya,Anthura
Potos�,Tomas Frias,Tinguipaya,Jahuacaya
Potos�,Tomas Frias,Tinguipaya,Tacohuara
Potos�,Tomas Frias,Tinguipaya,Actara
Potos�,Tomas Frias,Tinguipaya,Isla
Potos�,Tomas Frias,Tinguipaya,Utacalla
Potos�,Tomas Frias,Tinguipaya,Foroctiri
Potos�,Tomas Frias,Tinguipaya,Talula
Potos�,Tomas Frias,Tinguipaya,K�esujsi
Potos�,Tomas Frias,Tinguipaya,Puca Punta
Potos�,Tomas Frias,Tinguipaya,Ithinoca
Potos�,Tomas Frias,Tinguipaya,Tambo Le�as
Potos�,Tomas Frias,Tinguipaya,kaquena Alta
Potos�,Tomas Frias,Tinguipaya,Sayaca
Potos�,Tomas Frias,Tinguipaya,Titimalla
Potos�,Tomas Frias,Tinguipaya,Torotaka
Potos�,Tomas Frias,Tinguipaya,Puyju Pata
Potos�,Tomas Frias,Yocalla,El Molino
Potos�,Tomas Frias,Yocalla,"Totora ""D"""
Potos�,Tomas Frias,Yocalla,Yocalla
Potos�,Tomas Frias,Yocalla,Yurac Ckasa
Potos�,Tomas Frias,Yocalla,Cayara
Potos�,Tomas Frias,Yocalla,Chiracoro
Potos�,Tomas Frias,Yocalla,Turqui
Potos�,Tomas Frias,Urmiri,Puituco
Potos�,Tomas Frias,Urmiri,Urmiri
Potos�,Tomas Frias,Urmiri,Cahuayo
Potos�,Tomas Frias,Urmiri,Vacuyo
Potos�,Rafael Bustillo,Unc�a,Moroco Marca
Potos�,Rafael Bustillo,Unc�a,Wakuta
Potos�,Rafael Bustillo,Unc�a,Chillca Palca
Potos�,Rafael Bustillo,Unc�a,Huaylla Marka Chico
Potos�,Rafael Bustillo,Chayanta,R�o Verde (Quila Quila)
Potos�,Rafael Bustillo,Chayanta,Chayanta
Potos�,Rafael Bustillo,Chayanta,Panacachi
Potos�,Rafael Bustillo,Chayanta,Aymaya
Potos�,Rafael Bustillo,Chayanta,Amayapampa
Potos�,Rafael Bustillo,Chayanta,Coataca
Potos�,Rafael Bustillo,Chayanta,Nueva Colcha
Potos�,Rafael Bustillo,Chayanta,Irupata
Potos�,Rafael Bustillo,Chayanta,Pichata
Potos�,Rafael Bustillo,Chayanta,Quinta Pampa
